Wertschätzung,82.20334459782967,76.64389476266959,83.01526777391486,85.79677365741733,83.16965767435894,79.49433737191733,82.25346138436589,83.0940075924583,82.00201001890589,80.93681265357623,87.22017240916364,51.68129721902737,76.64389476266959,85.79677365741733,84.45631916000337,83.0940075924583,80.93681265357623,80.93681265357623,76.64389476266959,73.91054128687968,74.58348243526864,81.70354092391318,79.03660831446977,75.31424329333238,71.73907275900986,84.66113969475597,68.17558410083232,71.67951358208379,87.24647174055895,87.24647174055895,87.24647174055895,87.24647174055895,87.24647174055895,87.24647174055895,87.24647174055895,85.79677365741733,81.31655369495732,86.12544883080565,80.46947200696766,78.53576576904142,84.34936197389544,88.07601202199517,76.1193716217293,79.62409117314198,84.50231718832393,90.07058329490616,79.2694125931009,82.32104887071414,75.95618986193651,75.95618986193651,75.95618986193651,75.95618986193651,84.36618363232473,92.69410266955592,86.77966110494567,80.35115215791846,94.55611866412475,83.26281164117263,83.2695611882146,84.02218545377083,88.48489199861876,86.7265789966881,86.25384278341998,92.27724709684617,94.50752797780716,89.93146043472757,89.93146043472757,89.93146043472757,89.93146043472757,79.52295594635183,86.51859323524428,84.48565529586523,83.0940075924583,84.78540279863,80.06585289760619,83.18915548339598,81.60455425927057,82.80057937591384,84.06540021754495,84.06540021754495,84.06540021754495,84.06540021754495,84.06540021754495,84.06540021754495,84.06540021754495,84.06540021754495
Kundenbegeisterung,67.73613902292689,62.853706649952116,69.25675077150001,72.82048359846331,64.58635555280047,61.923085155460434,69.76093338698348,66.871029531913,62.41208048429256,67.57683370880443,73.39657643836053,39.040139349957364,62.853706649952116,72.82048359846331,69.5084230072119,66.871029531913,67.57683370880443,67.57683370880443,62.853706649952116,60.34087583963198,51.73120529699471,72.65375085137671,64.61761456733495,62.88101181636338,64.4805905550897,73.60021840244112,53.11398424382935,62.32489058643701,72.86810250721388,72.86810250721388,72.86810250721388,72.86810250721388,72.86810250721388,72.86810250721388,72.86810250721388,72.82048359846331,69.96852175973872,76.0779369073624,77.05944911887981,68.77949107049005,70.87793102333055,82.43817422302173,76.91626621047833,63.93993091810676,68.7842875242118,78.6059400100752,70.00956461277784,74.90698995404315,67.64045835802798,67.64045835802798,67.64045835802798,67.64045835802798,74.3317436679287,74.69624372065294,74.51248127562602,70.78627296487855,88.48059116856578,59.781548707420384,65.59169965011907,69.06466246930256,72.56297379829672,72.92065742392802,70.94496246480156,80.6221200302989,67.6359198282749,79.29255716300752,79.29255716300752,79.29255716300752,79.29255716300752,65.477190526344,73.72376580026234,65.40818661231152,66.871029531913,70.56663862602167,65.60560955151124,65.12232366400396,67.5665740122368,72.36097584880812,65.78268947274323,65.78268947274323,65.78268947274323,65.78268947274323,65.78268947274323,65.78268947274323,65.78268947274323,65.78268947274323
Vertrauen,89.08011581981481,85.26924789475527,88.25480941960237,91.26180947858008,91.30121728959335,89.11733160588622,87.99085146656242,89.48048258242318,87.04141813468442,90.21075624007477,93.90628457003723,69.5850889521031,85.26924789475527,91.26180947858008,90.82975766166555,89.48048258242318,90.21075624007477,90.21075624007477,85.26924789475527,78.76680789326484,82.36303863775102,83.33460017417298,83.9690880567171,88.41660539580361,86.76280892996125,93.50098549460613,85.56383627334863,83.28910632984265,91.03922167372252,91.03922167372252,91.03922167372252,91.03922167372252,91.03922167372252,91.03922167372252,91.03922167372252,91.26180947858008,91.61660691498743,91.30383215288151,89.29624364442842,88.34427001787037,85.05461885393684,89.34827584308316,86.4362219865341,88.2368921367413,90.56151519510897,97.05351160515657,92.55825055287771,83.60380177778626,82.33356313937837,82.33356313937837,82.33356313937837,82.33356313937837,88.77145482476263,92.91254514176363,90.79307782052585,92.20870954511123,95.53743551943481,86.73411043269847,91.48537460389622,91.91460302683348,91.98762752359157,91.83564399064481,93.83171481781736,92.56259600204643,91.76657430794586,93.1433368892319,93.1433368892319,93.1433368892319,93.1433368892319,87.53306199225162,89.28151326101107,92.81267285968529,89.48048258242318,92.64750419836375,90.37467923285607,88.15817990129914,85.48500190919817,91.36192576167845,89.50238633085793,89.50238633085793,89.50238633085793,89.50238633085793,89.50238633085793,89.50238633085793,89.50238633085793,89.50238633085793
Guter Ruf,90.52275223186686,84.78925769544688,91.81940316515305,91.65746932879318,91.93241709103326,91.79728742311886,90.08226739213978,92.20341717720564,90.33328935788951,90.90649273447367,96.90666150368006,74.47363096021792,84.78925769544688,91.65746932879318,93.6298357537833,92.20341717720564,90.90649273447367,90.90649273447367,84.78925769544688,83.84715498005806,84.55635258521167,85.14559368239296,85.20289223627972,77.48020854551277,84.47771336761153,90.38607770292604,81.52571357939249,78.89923123889419,88.60552484746393,88.60552484746393,88.60552484746393,88.60552484746393,88.60552484746393,88.60552484746393,88.60552484746393,91.65746932879318,91.26444526149916,93.33147312248374,91.04559028466258,89.51585611987917,82.04371658968097,87.85104451695938,80.94550848492699,84.10867289475502,87.032087059649,92.73439410433278,89.98011415145646,91.48725719371366,91.68343017573005,91.68343017573005,91.68343017573005,91.68343017573005,89.96512333355966,97.12431342956077,87.56409669274177,88.86961519578338,99.19930660294901,91.63701449862407,95.47258244103882,93.4177188665165,92.94581635832915,91.74105314066026,93.83357230369263,95.44354145319215,95.43323397312568,93.9987622271037,93.9987622271037,93.9987622271037,93.9987622271037,88.48276624264133,90.83387387650404,92.87464422721759,92.20341717720564,93.15553949039125,85.54252659448719,92.21534879495442,86.2710988290093,95.24492764260465,92.30528122707328,92.30528122707328,92.30528122707328,92.30528122707328,92.30528122707328,92.30528122707328,92.30528122707328,92.30528122707328
Sympathie,88.23485895771685,83.08641314892174,88.11764421009849,90.76724689192496,88.9170631679653,87.6933957967479,88.76311931266613,89.25172746161246,86.93486735920733,89.30833096201792,94.38710952749982,58.47831707711583,83.08641314892174,90.76724689192496,90.59279914695131,89.25172746161246,89.30833096201792,89.30833096201792,83.08641314892174,74.85888127630717,81.72867760109436,82.9434167126917,86.13424101014655,81.3793462407974,83.8804437356164,92.55203791952448,78.89897006666294,79.64760409021052,89.424664427285,89.424664427285,89.424664427285,89.424664427285,89.424664427285,89.424664427285,89.424664427285,90.76724689192496,90.98850940672425,90.98923954815325,82.74586781059031,87.51708115940406,85.0917239143342,88.72371263335569,87.30042245218335,88.71767717814306,90.51872738946278,92.16734323358203,90.69246434703726,91.27978398565054,83.2275781397572,83.2275781397572,83.2275781397572,83.2275781397572,87.03467824766233,91.52299710136965,85.47276087854142,85.96268514597062,96.95731577486673,82.8740148494075,93.26029194815035,91.99402254976116,93.45776142043167,91.83703158780774,87.31957159353277,91.1595494400789,93.27235222715746,94.22280225219374,94.22280225219374,94.22280225219374,94.22280225219374,86.11660775269931,88.5190275965407,87.33237078155315,89.25172746161246,91.0854042477811,89.74375249738165,88.19689979101203,92.66275767815057,92.13680539905324,87.13075465795313,87.13075465795313,87.13075465795313,87.13075465795313,87.13075465795313,87.13075465795313,87.13075465795313,87.13075465795313
Verlässlichkeit in schwierigen Zeiten,85.35876800176904,80.48691355587748,86.93171735105855,89.15596783660587,87.7651983004829,86.16080851262353,86.99286788269161,83.99506539536878,83.53331280764247,82.8490610420812,89.28495049369474,60.53408025590036,80.48691355587748,89.15596783660587,87.76695849127998,83.99506539536878,82.8490610420812,82.8490610420812,80.48691355587748,74.04482941108168,76.73429065847753,82.08722898240335,82.14815385154367,77.78801717865373,84.11116684280339,88.98149719601432,79.14869320611929,71.36056919306549,87.96756761860844,87.96756761860844,87.96756761860844,87.96756761860844,87.96756761860844,87.96756761860844,87.96756761860844,89.15596783660587,88.67590951212905,90.46783859303304,83.2534239756541,86.00528520316227,83.31233667354125,90.00292088077379,83.89755708467577,82.89646468860633,87.07341076602316,91.89068136418462,83.46166952142147,78.70003786293334,80.00401432174496,80.00401432174496,80.00401432174496,80.00401432174496,86.89899834941772,94.13100937839832,92.15423913133384,80.14312490389999,97.2489177900481,90.89308989799392,87.72873445915963,90.29390501718476,91.85659234123474,90.3130205563994,91.13900670729208,95.8244176898388,87.72861634523984,93.50482883216043,93.50482883216043,93.50482883216043,93.50482883216043,76.66151847073354,85.02550363646493,87.65964179662234,83.99506539536878,88.07664636196839,84.30506382028358,82.38612472537041,84.07688004508279,89.01329988767746,82.97540139147227,82.97540139147227,82.97540139147227,82.97540139147227,82.97540139147227,82.97540139147227,82.97540139147227,82.97540139147227
Vorbereitung auf künftige Herausforderungen,85.44373426861796,79.96915837582128,88.47743539540043,87.50774555279686,86.70130563310947,87.07253292458783,84.57309981946867,85.04964876828532,83.5110220219647,83.28277140066888,91.06950903593899,66.58113367194296,79.96915837582128,87.50774555279686,88.6704042949533,85.04964876828532,83.28277140066888,83.28277140066888,79.96915837582128,76.20004440500806,75.11366479167437,89.56608671279531,79.32994880227565,73.09711645713632,83.65120071410074,87.06999943306792,74.7122611350658,76.96085579557207,89.07340323941708,89.07340323941708,89.07340323941708,89.07340323941708,89.07340323941708,89.07340323941708,89.07340323941708,87.50774555279686,86.4223359569452,84.8711609502888,87.02242658174265,88.85751516429566,84.43526965973557,85.73568778777354,72.26130100188642,81.83681028918862,87.36757093642264,100,86.76201623158542,84.07199581602306,90.62281056181851,90.62281056181851,90.62281056181851,90.62281056181851,86.96037707218922,91.83624581302789,85.35247333090818,79.70722561449999,95.01998591386594,73.01257968395036,92.63867185713644,87.65058722139386,91.05414164378116,88.68275401280437,86.16910809296175,94.1232386895379,87.93101240359493,88.83512491302548,88.83512491302548,88.83512491302548,88.83512491302548,83.22299350099529,86.24830892840578,81.20991741747477,85.04964876828532,92.41583975754766,83.61237196210374,82.94149267161703,84.67711605379644,90.39441819931376,83.12123142514656,83.12123142514656,83.12123142514656,83.12123142514656,83.12123142514656,83.12123142514656,83.12123142514656,83.12123142514656
Zeitgemäße Lösungen zur Digitalisierung,85.40924135490081,80.26841423625476,87.97063882008132,87.06118506448479,85.58064548755331,87.09486803035915,77.97809454143442,85.4445511841106,83.00742101896006,81.16325328149044,91.95612575557367,62.85391937313417,80.26841423625476,87.06118506448479,88.27646032814177,85.4445511841106,81.16325328149044,81.16325328149044,80.26841423625476,70.47843876939562,77.55357387323843,85.28614598174026,82.87211074584519,85.0476407093056,82.63414310546847,87.46373691299704,79.09013512076645,76.83178949463648,83.65043805306414,83.65043805306414,83.65043805306414,83.65043805306414,83.65043805306414,83.65043805306414,83.65043805306414,87.06118506448479,91.04676360168203,84.73615053714738,84.48182284623374,83.78799194314794,74.43915140822338,77.41061749545084,70.17174949881294,84.38218072117238,84.3566564029225,100,83.78611531282934,88.50131952793498,74.16548287638321,74.16548287638321,74.16548287638321,74.16548287638321,88.42317030103271,92.80989312115824,90.13652415431787,80.14378870104566,92.58907700023731,84.25142658330216,91.91340050954014,93.34792500362079,90.59167524730826,84.98135637647239,90.93721067950905,87.3095541103425,86.33513230755975,91.75213683994102,91.75213683994102,91.75213683994102,91.75213683994102,69.30208916126888,81.54108313367492,85.27149446277183,85.4445511841106,91.30775110220306,85.08040023724082,83.3494789984262,83.29829646801062,89.19477532177159,85.33384628523795,85.33384628523795,85.33384628523795,85.33384628523795,85.33384628523795,85.33384628523795,85.33384628523795,85.33384628523795
Kundenaufwand (Customer Effort Score),84.66959700985433,80.97977057601005,85.00112103149203,88.12844950076516,84.61427860779176,82.78830692741036,85.64968780901208,83.89550054559476,81.0461566544878,80.77141748812919,88.71466919168266,68.49875919153519,80.97977057601005,88.12844950076516,86.11310266737259,83.89550054559476,80.77141748812919,80.77141748812919,80.97977057601005,77.32808119751584,78.48486421604524,79.9656586283684,83.74146581259026,80.43423636493264,82.97027490470424,86.22921559727342,75.76915503875787,72.72731037268389,90.611360126837,90.611360126837,90.611360126837,90.611360126837,90.611360126837,90.611360126837,90.611360126837,88.12844950076516,86.77332741758241,87.88901320942239,82.85765009952883,84.17857845851046,81.9634806156125,90.2498929346593,81.11669163051569,85.15049717934016,77.2651616565045,97.55654420844017,83.32251991198032,87.95344970993833,81.31467646819529,81.31467646819529,81.31467646819529,81.31467646819529,85.76750357059548,92.28928489534088,93.71307173938175,88.31634268008753,94.56516015222994,83.52353567012281,93.5832004855461,86.5229696875262,91.17089636002842,85.19752113408293,88.29073721435765,93.47184835264537,93.83269376182868,91.18120905341857,91.18120905341857,91.18120905341857,91.18120905341857,79.63908986482107,85.96748944532803,86.09332570274549,83.89550054559476,88.12059345509986,86.46057898856702,82.69635649142343,79.07558823879279,84.45496200119788,84.8815186026358,84.8815186026358,84.8815186026358,84.8815186026358,84.8815186026358,84.8815186026358,84.8815186026358,84.8815186026358
Legt Wert auf Nachhaltigkeit ,82.02074241671501,79.90867779232501,83.26998868466167,83.83450612610383,83.66993162760635,80.07276536653798,75.3496334159451,81.39674606391132,84.05124572662578,82.19244940033373,83.68719373321764,68.49488912107695,79.90867779232501,83.83450612610383,82.98126329353077,81.39674606391132,82.19244940033373,82.19244940033373,79.90867779232501,69.82745233844693,77.74272464200172,87.88661968440448,75.03527356064748,78.55501351192076,85.1087094399788,87.9633587769683,78.21463912015135,78.51107427488955,89.42024082826124,89.42024082826124,89.42024082826124,89.42024082826124,89.42024082826124,89.42024082826124,89.42024082826124,83.83450612610383,85.54067170628933,83.39795264515479,92.03555952508097,81.13981764976707,78.06961214600736,79.23251092788851,68.33393009422142,72.38513030511048,85.2044865563905,87.42571635372892,80.10712607632536,86.67822722444589,74.08881694795723,74.08881694795723,74.08881694795723,74.08881694795723,84.67813937414707,78.41585438053289,79.07103525397643,81.78398042415833,94.79847476699157,71.4031764674312,94.10945219196732,80.29149824303806,85.59528196163669,86.0341630240933,89.15209490150889,84.03179701743468,90.71513567387305,89.11398512793151,89.11398512793151,89.11398512793151,89.11398512793151,87.090156911587,75.1368527223628,80.45719193989864,81.39674606391132,89.83702645672048,74.82012499134103,79.63876592700421,69.48022692453743,80.79570213884436,85.2416053561141,85.2416053561141,85.2416053561141,85.2416053561141,85.2416053561141,85.2416053561141,85.2416053561141,85.2416053561141
