Globalzufriedenheit,2.197538069554042,2.3303476073071554,2.198246635909094,2.0709489220430903,2.2933073436495963,2.2543135619896177,2.144534193747208,2.202594881359828,2.3216254484365684,2.1826725785258616,2.018467611469678,2.8775979781831538,2.3303476073071554,2.0709489220430903,2.1514119070231863,2.202594881359828,2.1826725785258616,2.1826725785258616,2.3303476073071554,2.4241022696218333,2.4444668223052957,2.1964821972444875,2.2974214096973826,2.282553030270494,2.319492866859016,2.175672780420035,2.428385272820081,2.3606514096185673,2.2271052631880934,2.2271052631880934,2.2271052631880934,2.2271052631880934,2.2271052631880934,2.2271052631880934,2.2271052631880934,2.0709489220430903,1.960579716580767,1.947365361531241,2.1170224383016762,2.249891932562477,2.1699554135610297,1.8485117905546913,2.1618687920408,2.2007927071562285,2.162862619357224,1.9511337568148266,2.1660500569686962,2.234545187339683,2.1211260894282016,2.1211260894282016,2.1211260894282016,2.1211260894282016,2.130667692131317,2.0437858608643316,1.978094936234241,2.3649345377058335,1.8110219200591415,2.33472250660204,2.0912398263368126,2.1551452581846045,2.0142987943908315,2.1750796644714048,2.060587630750097,2.0537857338077306,1.9983147196234732,1.8782717194005047,1.8782717194005047,1.8782717194005047,1.8782717194005047,2.373365860999301,2.14487231246666,2.2701316176786017,2.202594881359828,2.099747921415308,2.250337679981296,2.258008974773942,2.277437493295624,2.0895460943703767,2.1577093998882337,2.1577093998882337,2.1577093998882337,2.1577093998882337,2.1577093998882337,2.1577093998882337,2.1577093998882337,2.1577093998882337
Preis-Leistungs-Verhältnis,2.442463267292776,2.5855238037925163,2.4768956557381365,2.2884685556781355,2.5956188635817785,2.4160080530052404,2.147694295943108,2.4241007523477913,2.5513974116705533,2.419019815160928,2.289234240700035,3.044713040250289,2.5855238037925163,2.2884685556781355,2.4068753543476404,2.4241007523477913,2.419019815160928,2.419019815160928,2.5855238037925163,2.7077093394333844,2.783308587744691,2.329357874181374,2.542574195320903,2.4723801210596106,2.59963028480077,2.454275891883007,2.627211673660157,2.6242919400337033,2.3369011476108836,2.3369011476108836,2.3369011476108836,2.3369011476108836,2.3369011476108836,2.3369011476108836,2.3369011476108836,2.2884685556781355,2.237534779219164,2.2249809228752815,2.3683913854964276,2.50997574019376,2.4937748756477514,2.042556509474474,2.1990946790799137,2.2568938950487842,2.267937443229138,2.13496166450855,2.380361061640699,2.379504390679599,2.1826275757985116,2.1826275757985116,2.1826275757985116,2.1826275757985116,2.3549427075344775,2.2624979364442224,2.1218094835552064,2.428894536626365,2.0220914551372533,2.5978923329482924,2.3433768856965864,2.265904408445443,2.248343116766163,2.5454143397691604,2.298236746152173,2.2464232600261496,2.3494815941332976,2.1839224933628976,2.1839224933628976,2.1839224933628976,2.1839224933628976,2.5044360555417917,2.296999527385154,2.5252768149323646,2.4241007523477913,2.355363895615423,2.5228884074112026,2.4674343498407234,2.415980051279242,2.3340804856515445,2.3813771167136095,2.3813771167136095,2.3813771167136095,2.3813771167136095,2.3813771167136095,2.3813771167136095,2.3813771167136095,2.3813771167136095
Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale,Leistungsmerkmale
Leistungsumfang,2.3946248785716433,2.518127772799893,2.3969799853045415,2.265000864283252,2.470085172805858,2.5297876576065708,2.346915716116578,2.3951364123325325,2.4920006382180886,2.36413414595238,2.2486460683939753,3.001130126119964,2.518127772799893,2.265000864283252,2.3583064944162357,2.3951364123325325,2.36413414595238,2.36413414595238,2.518127772799893,2.580930127429016,2.7275243586152693,2.3295403716274947,2.4115364314120113,2.436946441868623,2.5862242599476284,2.3677934011593162,2.5789136335648943,2.513854448151468,2.393157567977174,2.393157567977174,2.393157567977174,2.393157567977174,2.393157567977174,2.393157567977174,2.393157567977174,2.265000864283252,2.1212268935677607,2.135921812053087,2.304110422503194,2.429722858027817,2.2361567362747627,2.269797440259379,2.3265629645871515,2.384646410295198,2.392187428481364,2.1254477991980187,2.3576161218904654,2.5269701798899886,2.270330315614855,2.270330315614855,2.270330315614855,2.270330315614855,2.307490726190355,2.2202594919637213,2.1556931535934383,2.5259861696326396,2.0493443063448202,2.5324208980936267,2.3160956833395203,2.3085215391328293,2.202491083633933,2.3524526862900283,2.235325994940326,2.188975688579192,2.3426565692694172,2.15208874623793,2.15208874623793,2.15208874623793,2.15208874623793,2.4517140141393887,2.2184664301749386,2.4945461131856437,2.3951364123325325,2.304295438838026,2.4579596374862014,2.39876160119025,2.5682938331782394,2.3714969816079803,2.4189846723845,2.4189846723845,2.4189846723845,2.4189846723845,2.4189846723845,2.4189846723845,2.4189846723845,2.4189846723845
Verständlichkeit der schriftlichen Unterlagen,2.2145902800294444,2.3760190022365526,2.1305875335673696,2.096938072401296,2.3023716928992473,2.2159246218163906,2.128264346363725,2.223355808821585,2.2586801785052155,2.274943814663312,2.061840006205089,2.8549076120259587,2.3760190022365526,2.096938072401296,2.1428215893623865,2.223355808821585,2.274943814663312,2.274943814663312,2.3760190022365526,2.4310615901078174,2.43150638491113,2.1621942631894226,2.41390326990761,2.4279502580437375,2.459170169291029,2.181019007125888,2.47194128205489,2.3535465950667196,2.281700395187223,2.281700395187223,2.281700395187223,2.281700395187223,2.281700395187223,2.281700395187223,2.281700395187223,2.096938072401296,2.0428322117356292,2.0787415518488146,2.2001004836138596,2.3647823122219243,2.051635692084174,2.0364990133619645,2.1442097341064654,2.1961020452843028,2.166661087755663,2.0511126466284737,2.1842600697436043,2.336451782836285,2.140454943859843,2.140454943859843,2.140454943859843,2.140454943859843,2.1176083020832293,2.145742330106956,2.0114284190272294,2.2625987843527184,2.084077338169573,2.4865270628714167,1.997918879264056,2.142949044649604,2.03670079310088,2.2062157125717343,2.1035553197239696,2.0283262379926428,2.1345689545118915,1.905573950426098,1.905573950426098,1.905573950426098,1.905573950426098,2.4399000149841066,2.057816423519061,2.2185532517455506,2.223355808821585,2.1050638083128024,2.2565141948556136,2.2680353010920036,2.2854666220042326,2.1479744174951247,2.22316638281159,2.22316638281159,2.22316638281159,2.22316638281159,2.22316638281159,2.22316638281159,2.22316638281159,2.22316638281159
Informationen zu Gesundheitsthemen,2.3559489994539833,2.4861930453679006,2.324587643404887,2.2575967052197643,2.361055680218154,2.5454600197361863,2.349597865977869,2.4272878543381653,2.332520279180319,2.370051487307265,2.1979996236278154,3.1876183748833915,2.4861930453679006,2.2575967052197643,2.2889525059662637,2.4272878543381653,2.370051487307265,2.370051487307265,2.4861930453679006,2.5495224234083986,2.4722806385284586,2.153267659052052,2.572389527160442,2.4963340075196663,2.5945653264029183,2.354502963857024,2.5433007674967287,2.4298092059026986,2.5212423487760582,2.5212423487760582,2.5212423487760582,2.5212423487760582,2.5212423487760582,2.5212423487760582,2.5212423487760582,2.2575967052197643,2.210800700136202,2.2125464448845356,2.339225538387071,2.225891399500232,2.1807809860878336,2.212276187133364,2.510661318035195,2.5036355865250717,2.2802159878953687,2.1278738227917855,2.3695458527968896,2.2792074165632097,2.451511724881093,2.451511724881093,2.451511724881093,2.451511724881093,2.338066540318531,2.2194216912135896,2.356061940092368,2.438752257727118,2.049144915547799,2.5278204713570376,2.1083391884968044,2.2317824471043544,2.139698619210704,2.3830513857479865,2.2513976578387456,2.1782644169357765,2.256025594304223,2.1442966682641753,2.1442966682641753,2.1442966682641753,2.1442966682641753,2.3700016087164997,2.1850608263732885,2.4533980585723567,2.4272878543381653,2.2534693493495164,2.5513101609948987,2.4645734799888577,2.726352184535311,2.387470365549194,2.4152208918589495,2.4152208918589495,2.4152208918589495,2.4152208918589495,2.4152208918589495,2.4152208918589495,2.4152208918589495,2.4152208918589495
Umfang der Online-Services,2.322510851552591,2.495642890296304,2.227699079277001,2.2475501674919847,2.426604515563081,2.424144200563408,2.3907630875830064,2.38445075837437,2.509704879950539,2.4630230448691686,2.0362135784458237,2.9759746881418394,2.495642890296304,2.2475501674919847,2.216203098900728,2.38445075837437,2.4630230448691686,2.4630230448691686,2.495642890296304,2.6350942267235737,2.593217048550412,2.2509838186534514,2.6071039316152618,2.4064643569319624,2.536276173460033,2.243784871936278,2.4897131705624265,2.5180476628656616,2.534326033834238,2.534326033834238,2.534326033834238,2.534326033834238,2.534326033834238,2.534326033834238,2.534326033834238,2.2475501674919847,2.1237077825982715,2.2715013184605772,2.27088992588798,2.432258585527706,2.328598511151329,2.1703650698074246,2.6382295346254527,2.2647744249924413,2.105438711093457,1.9746656911664895,2.442183017476142,2.4831320608422223,2.596440674035613,2.596440674035613,2.596440674035613,2.596440674035613,2.3876758974917602,2.0745600651905645,2.360111195764406,2.365421618817437,2.0545325202016893,2.6942556098143036,2.095441004821676,2.1394334328332674,2.160990314241717,2.436934396763712,2.1811745474867363,2.244129300602648,2.3226829493143155,2.039496701580377,2.039496701580377,2.039496701580377,2.039496701580377,2.525659279686249,2.3154185602583404,2.3616114004396174,2.38445075837437,2.111341192428424,2.602186773046784,2.4745289633731784,2.5816626513510696,2.320341987873741,2.305267277315267,2.305267277315267,2.305267277315267,2.305267277315267,2.305267277315267,2.305267277315267,2.305267277315267,2.305267277315267
Nutzerfreundlichkeit der Online-Services,2.350612396064028,2.538176601779845,2.23864409501594,2.2562932192186653,2.4738593903207544,2.3393632666740265,2.389002044476352,2.38403949529607,2.428979977406482,2.482073722778754,2.1114558036670936,3.0272764575727487,2.538176601779845,2.2562932192186653,2.249565327765133,2.38403949529607,2.482073722778754,2.482073722778754,2.538176601779845,2.6177055976605685,2.640590965794429,2.2128228997675636,2.6001202292295424,2.5797752721726597,2.579424328978677,2.385006624319126,2.5990198771510924,2.4720875887323435,2.4398018142525686,2.4398018142525686,2.4398018142525686,2.4398018142525686,2.4398018142525686,2.4398018142525686,2.4398018142525686,2.2562932192186653,2.1998504436193254,2.2691908176410056,2.3995133415076726,2.364900804058502,2.2522752143835345,2.240720279452132,2.539910900164538,2.3179977585240907,2.1387765109263497,1.9585019035281328,2.2941438544113884,2.4687783062948694,2.6414729946262407,2.6414729946262407,2.6414729946262407,2.6414729946262407,2.337012573698179,2.223734298960202,2.3570157440536215,2.4073214840950583,2.0638744099070454,2.518762844960251,2.197812023343952,2.210824291889968,2.1457214748022775,2.4481784473134494,2.164584169674195,2.1891311346871087,2.3198138668590307,2.069586110228445,2.069586110228445,2.069586110228445,2.069586110228445,2.570007266946701,2.2777266818178754,2.4028152240041774,2.38403949529607,2.1508648832425137,2.508343629355747,2.4346660271882516,2.7709047430860707,2.2590037115347856,2.4042498613934327,2.4042498613934327,2.4042498613934327,2.4042498613934327,2.4042498613934327,2.4042498613934327,2.4042498613934327,2.4042498613934327
Individuelle Beratung,2.428526296873767,2.539989472635025,2.3374313235476567,2.3005445374826996,2.5245655044788404,2.6402935145112068,2.5203947424257582,2.492069108482809,2.4574237073970093,2.4712014385858856,2.311212117130946,3.149373957343109,2.539989472635025,2.3005445374826996,2.383845405507978,2.492069108482809,2.4712014385858856,2.4712014385858856,2.539989472635025,2.6251695807788735,2.5733734157076733,2.270730438907803,2.5459666297718004,2.656671912087531,2.611645643839532,2.3778852846901857,2.6340132510765533,2.5809133563256403,2.444016212568137,2.444016212568137,2.444016212568137,2.444016212568137,2.444016212568137,2.444016212568137,2.444016212568137,2.3005445374826996,2.2220953806891135,2.2181362251116377,2.605100878369665,2.6004057744243005,2.3286452662056747,1.9898828620436373,2.5828830552230255,2.6176774682264865,2.2398688323887783,1.9753152352409742,2.4071544723985348,2.4705131454179483,2.507139788995347,2.507139788995347,2.507139788995347,2.507139788995347,2.4646973451142813,2.3912372380399702,2.3529896168115885,2.405582390037374,2.0535959921372027,2.6277906113476504,2.3393509165604627,2.422141489048555,2.2860782355256206,2.426862528703879,2.1216487534075386,2.2561335638996978,2.1347572034524305,2.1125932183314355,2.1125932183314355,2.1125932183314355,2.1125932183314355,2.6928200708254826,2.247277936008019,2.508679103781089,2.492069108482809,2.404180188948496,2.4569847611454594,2.551660097669485,2.7282556282581947,2.3328045074051795,2.458514160875769,2.458514160875769,2.458514160875769,2.458514160875769,2.458514160875769,2.458514160875769,2.458514160875769,2.458514160875769
Schnelligkeit der Bearbeitung,2.1483808303683714,2.253334715908546,1.967792754059574,2.065144275531091,2.2883338866001477,2.216130142542214,2.2624398927680547,2.139045863003751,2.276401360364512,2.424409359211619,2.0388905025179582,2.6709164202178357,2.253334715908546,2.065144275531091,2.098157250908089,2.139045863003751,2.424409359211619,2.424409359211619,2.253334715908546,2.3123858115158598,2.2768345128167313,1.9120299807070396,2.1432891664112375,2.4817570743658934,2.192203399618841,2.1076730519664633,2.588944386393825,2.2156626296352493,2.171996541169207,2.171996541169207,2.171996541169207,2.171996541169207,2.171996541169207,2.171996541169207,2.171996541169207,2.065144275531091,2.119592205047328,2.016447585242964,2.0266463780827975,1.7891645789728738,2.0534834283925836,1.7916925998673348,2.3317203290443547,2.1860182710932046,2.416520165162619,1.5480000736800263,2.2945110630115577,2.668295510105344,2.000830780435028,2.000830780435028,2.000830780435028,2.000830780435028,2.189004608475486,1.826933120165223,1.7766385492980727,1.9231299254864196,1.6550419317532947,2.32054260523984,2.2220311163904602,2.4167630818345174,1.973354150350791,2.1399824896002784,1.9490836323822807,1.8468578928402226,1.8842530473339736,1.8900252705042897,1.8900252705042897,1.8900252705042897,1.8900252705042897,2.6017868155662804,2.0361230837367286,2.241806145619822,2.139045863003751,2.106984202952868,2.4075809483129684,2.047979932016632,2.802216040896745,2.0531260364300086,2.3079275299623045,2.3079275299623045,2.3079275299623045,2.3079275299623045,2.3079275299623045,2.3079275299623045,2.3079275299623045,2.3079275299623045
